standard,module,type_name,path,leaf_name,range,cardinality,definition
ibpdi,digital-twin,AreaMeasurementBuilding,AreaMeasurementBuilding/BuildingId,BuildingId,,optional,
ibpdi,digital-twin,AreaMeasurementFloor,AreaMeasurementFloor/AreaMeasurementId,AreaMeasurementId,,optional,
ibpdi,digital-twin,AreaMeasurementFloor,AreaMeasurementFloor/FloorId,FloorId,,optional,
ibpdi,digital-twin,AreaMeasurementLand,AreaMeasurementLand/AreaMeasurementId,AreaMeasurementId,,optional,
ibpdi,digital-twin,AreaMeasurementLand,AreaMeasurementLand/LandId,LandId,,optional,
ibpdi,digital-twin,AreaMeasurementRentalUnit,AreaMeasurementRentalUnit/AreaMeasurementId,AreaMeasurementId,,optional,
ibpdi,digital-twin,AreaMeasurementRentalUnit,AreaMeasurementRentalUnit/RentalUnitId,RentalUnitId,,optional,
ibpdi,digital-twin,AreaMeasurementSite,AreaMeasurementSite/AreaMeasurementId,AreaMeasurementId,,optional,
ibpdi,digital-twin,AreaMeasurementSite,AreaMeasurementSite/SiteId,SiteId,,optional,
ibpdi,digital-twin,AreaMeasurementSpace,AreaMeasurementSpace/AreaMeasurementId,AreaMeasurementId,,optional,
ibpdi,digital-twin,AreaMeasurementSpace,AreaMeasurementSpace/SpaceId,SpaceId,,optional,
ibpdi,digital-twin,AreaMeasurementUnit,AreaMeasurementUnit/AreaMeasurementId,AreaMeasurementId,,optional,
ibpdi,digital-twin,AreaMeasurementUnit,AreaMeasurementUnit/UnitId,UnitId,,optional,
ibpdi,digital-twin,AutomaticTransferSwitch,AutomaticTransferSwitch/AutomaticTransferSwitchId,AutomaticTransferSwitchId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,AutomaticTransferSwitch,AutomaticTransferSwitch/MainBusCurrentRating,MainBusCurrentRating,decimal,optional,Current rating
ibpdi,digital-twin,AutomaticTransferSwitch,AutomaticTransferSwitch/MainBusMaterial,MainBusMaterial,string,optional,Material
ibpdi,digital-twin,AutomaticTransferSwitch,AutomaticTransferSwitch/MainsRating,MainsRating,decimal,optional,Mains rating
ibpdi,digital-twin,AutomaticTransferSwitch,AutomaticTransferSwitch/Poles,Poles,integer,optional,Poles
ibpdi,digital-twin,AutomaticTransferSwitch,AutomaticTransferSwitch/SwitchingMechanism,SwitchingMechanism,string,optional,Switching Mechanism
ibpdi,digital-twin,AutomaticTransferSwitch,AutomaticTransferSwitch/TransferSwitchId,TransferSwitchId,,optional,
ibpdi,digital-twin,AutomaticTransferSwitch,AutomaticTransferSwitch/TransitionType,TransitionType,string,optional,Transition type
ibpdi,digital-twin,BacNetController,BacNetController/Address,Address,string,optional,Bac net controller address
ibpdi,digital-twin,BacNetController,BacNetController/BacNetControllerId,BacNetControllerId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,BacNetController,BacNetController/ConnectorId,ConnectorId,string,optional,Registration id
ibpdi,digital-twin,BacNetController,BacNetController/ControllerId,ControllerId,,optional,
ibpdi,digital-twin,BacNetController,BacNetController/Detected,Detected,boolean,optional,Detected (Y/N)
ibpdi,digital-twin,BacNetController,BacNetController/Enabled,Enabled,boolean,optional,Enabled (Y/N)
ibpdi,digital-twin,BacNetController,BacNetController/RegistrationId,RegistrationId,string,optional,Registration id
ibpdi,digital-twin,BacNetController,BacNetController/RegistrationKey,RegistrationKey,string,optional,Registration key
ibpdi,digital-twin,Boiler,Boiler/BoilerId,BoilerId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,Boiler,Boiler/ComponentTypeId,ComponentTypeId,,optional,
ibpdi,digital-twin,Boiler,Boiler/Medium,Medium,string,optional,Medium of boiler
ibpdi,digital-twin,Boiler,Boiler/PowerInput,PowerInput,decimal,optional,Power input
ibpdi,digital-twin,Boiler,Boiler/PowerOutput,PowerOutput,decimal,optional,Power output
ibpdi,digital-twin,Boiler,Boiler/Recovery100FRise,Recovery100FRise,decimal,optional,Recovery rate to 100 frise in l per hour
ibpdi,digital-twin,Boiler,Boiler/TankCapacity,TankCapacity,decimal,optional,Tank capacity
ibpdi,digital-twin,Boiler,Boiler/Type,Type,string,optional,Boiler type
ibpdi,digital-twin,Building,Building/AirConditioning,AirConditioning,boolean,optional,Does the building have air conditioning (Y/N) (Needed for precise  future emissions projection of building)
ibpdi,digital-twin,Building,Building/BuildingCode,BuildingCode,string,optional,User specific Building Code
ibpdi,digital-twin,Building,Building/BuildingId,BuildingId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,Building,Building/ConstructionYear,ConstructionYear,dateTime,optional,Year of construction in yyyy-mm-ddThh:mm:ssZ form (conform ISO 8061). In case only year exists use yyyy-01-01T00:00:00Z.
ibpdi,digital-twin,Building,Building/ElectricVehicleChargingStations,ElectricVehicleChargingStations,integer,optional,Number of electric vehicle charging stations
ibpdi,digital-twin,Building,Building/EnergyEfficiencyClass,EnergyEfficiencyClass,string,optional,Energy Efficiency Class of Building
ibpdi,digital-twin,Building,Building/MonumentProtection,MonumentProtection,boolean,optional,The building is declared to be an ancient monument with national importance by the government
ibpdi,digital-twin,Building,Building/ParkingSpaces,ParkingSpaces,integer,optional,Number of parking spaces
ibpdi,digital-twin,Building,Building/PrimaryEnergyType,PrimaryEnergyType,string,optional,Type of energy used
ibpdi,digital-twin,Building,Building/PrimaryHeatingType,PrimaryHeatingType,string,optional,Primary Type of heating
ibpdi,digital-twin,Building,Building/PrimaryTypeOfBuilding,PrimaryTypeOfBuilding,string,optional,Type of building use
ibpdi,digital-twin,Building,Building/PrimaryWaterType,PrimaryWaterType,string,optional,Type of water used
ibpdi,digital-twin,Building,Building/SecondaryHeatingType,SecondaryHeatingType,string,optional,Secondary Type of heating
ibpdi,digital-twin,Building,Building/SecondaryTypeOfBuilding,SecondaryTypeOfBuilding,string,optional,Second type of building use
ibpdi,digital-twin,Building,Building/SelfUse,SelfUse,boolean,optional,Is building self used or not (Y/N)
ibpdi,digital-twin,Building,Building/SiteId,SiteId,,optional,
ibpdi,digital-twin,Building,Building/Status,Status,string,optional,Status of site
ibpdi,digital-twin,Building,Building/TenantStructure,TenantStructure,string,optional,Is there multiple tenants in the building or only one
ibpdi,digital-twin,Building,Building/TypeOfOwnership,TypeOfOwnership,string,optional,Is the building owned or leased.
ibpdi,digital-twin,Building,Building/YearOfLastRefurbishment,YearOfLastRefurbishment,dateTime,optional,Year of last refurbishment took place in yyyy-mm-ddThh:mm:ssZ form (conform ISO 8061). In case only year exists use yyyy-01-01T00:00:00Z.
ibpdi,digital-twin,CeilingFan,CeilingFan/BladeDiameter,BladeDiameter,decimal,optional,Blade diameter of ceiling fan
ibpdi,digital-twin,CeilingFan,CeilingFan/CeilingFanId,CeilingFanId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,CeilingFan,CeilingFan/DriveType,DriveType,string,optional,Ceiling fan drive type
ibpdi,digital-twin,CeilingFan,CeilingFan/DuctInletCommissionDate,DuctInletCommissionDate,dateTime,optional,Commission date if duct inlet in yyyy-mm-ddThh:mm:ssZ form (conform to ISO 8061)
ibpdi,digital-twin,CeilingFan,CeilingFan/DuctInletConfiguration,DuctInletConfiguration,string,optional,Duct inlet configuration
ibpdi,digital-twin,CeilingFan,CeilingFan/DuctInletExpectedEndOfLife,DuctInletExpectedEndOfLife,dateTime,optional,Expected end of life date in yyyy-mm-ddThh:mm:ssZ form (conform to ISO 8061)
ibpdi,digital-twin,CeilingFan,CeilingFan/DuctInletExpectedReplacementCost,DuctInletExpectedReplacementCost,decimal,optional,Duct inlet expected replacement costs
ibpdi,digital-twin,CeilingFan,CeilingFan/DuctInletInitialCost,DuctInletInitialCost,decimal,optional,Duct inlet initial cost
ibpdi,digital-twin,CeilingFan,CeilingFan/DuctInletInstallationDate,DuctInletInstallationDate,dateTime,optional,Duct inlet Installation date in yyyy-mm-ddThh:mm:ssZ form (conform to ISO 8061)
ibpdi,digital-twin,CeilingFan,CeilingFan/DuctInletMaintenanceInterval,DuctInletMaintenanceInterval,string,optional,"Duct inlet maintenance interval either as string: monthly, quarterly, etc. or as month"
ibpdi,digital-twin,CeilingFan,CeilingFan/DuctInletModel,DuctInletModel,string,optional,Duct inlet model number
ibpdi,digital-twin,CeilingFan,CeilingFan/DuctInletName,DuctInletName,string,optional,Name of Duct inlet
ibpdi,digital-twin,CeilingFan,CeilingFan/DuctInletSerialNumber,DuctInletSerialNumber,string,optional,Serial number of component
ibpdi,digital-twin,CeilingFan,CeilingFan/DuctInletShape,DuctInletShape,decimal,optional,Duct inlet shape
ibpdi,digital-twin,CeilingFan,CeilingFan/DuctInletSize,DuctInletSize,decimal,optional,Duct inlet size
ibpdi,digital-twin,CeilingFan,CeilingFan/DuctInletTagNumber,DuctInletTagNumber,string,optional,Tag number
ibpdi,digital-twin,CeilingFan,CeilingFan/DuctInletTurnoverDate,DuctInletTurnoverDate,dateTime,optional,Duct inlet turnover date in yyyy-mm-ddThh:mm:ssZ form (conform to ISO 8061)
ibpdi,digital-twin,CeilingFan,CeilingFan/FanCommissionDate,FanCommissionDate,dateTime,optional,Fan commission date in yyyy-mm-ddThh:mm:ssZ form (conform to ISO 8061)
ibpdi,digital-twin,CeilingFan,CeilingFan/FanDriveType,FanDriveType,string,optional,Fan fan drive type
ibpdi,digital-twin,CeilingFan,CeilingFan/FanDurationLifeYear,FanDurationLifeYear,integer,optional,Fan life span of component in years
ibpdi,digital-twin,CeilingFan,CeilingFan/FanExpectedEndOfLife,FanExpectedEndOfLife,dateTime,optional,Fan expected end of life date in yyyy-mm-ddThh:mm:ssZ form (conform to ISO 8061)
ibpdi,digital-twin,CeilingFan,CeilingFan/FanExpectedReplacementCost,FanExpectedReplacementCost,decimal,optional,Fan expected replacement costs
ibpdi,digital-twin,CeilingFan,CeilingFan/FanInitialCost,FanInitialCost,decimal,optional,Fan initial cost
ibpdi,digital-twin,CeilingFan,CeilingFan/FanInstallationDate,FanInstallationDate,dateTime,optional,Installation date in yyyy-mm-ddThh:mm:ssZ form (conform to ISO 8061)
ibpdi,digital-twin,CeilingFan,CeilingFan/FanMaintenanceInterval,FanMaintenanceInterval,string,optional,"Fan maintenance interval either as string: monthly, quarterly, etc. or as month"
ibpdi,digital-twin,CeilingFan,CeilingFan/FanMaxAirflowRating,FanMaxAirflowRating,decimal,optional,Fan max flow capacity
ibpdi,digital-twin,CeilingFan,CeilingFan/FanMinAirflowRating,FanMinAirflowRating,decimal,optional,Fan min flow capacity
ibpdi,digital-twin,CeilingFan,CeilingFan/FanModelNumber,FanModelNumber,string,optional,Model number of fan
ibpdi,digital-twin,CeilingFan,CeilingFan/FanMotorPower,FanMotorPower,decimal,optional,Fan motor power
ibpdi,digital-twin,CeilingFan,CeilingFan/FanName,FanName,string,optional,Name of fan
ibpdi,digital-twin,CeilingFan,CeilingFan/FanNominalAirflow,FanNominalAirflow,decimal,optional,Fan nominal airflow
ibpdi,digital-twin,CeilingFan,CeilingFan/FanSerialNumber,FanSerialNumber,string,optional,Serial number of fan
ibpdi,digital-twin,CeilingFan,CeilingFan/FanTagNumber,FanTagNumber,string,optional,Fan tag number
ibpdi,digital-twin,CeilingFan,CeilingFan/FanTurnoverDate,FanTurnoverDate,dateTime,optional,Fan turnover date in yyyy-mm-ddThh:mm:ssZ form (conform to ISO 8061)
ibpdi,digital-twin,CeilingFan,CeilingFan/HvacFanId,HvacFanId,,optional,
ibpdi,digital-twin,CeilingFan,CeilingFan/MaxAirflowRating,MaxAirflowRating,decimal,optional,Max flow capacity
ibpdi,digital-twin,CeilingFan,CeilingFan/MaxRotationSpeed,MaxRotationSpeed,decimal,optional,Max rotation speed in rotations per minute
ibpdi,digital-twin,CeilingFan,CeilingFan/MinAirflowRating,MinAirflowRating,decimal,optional,Min flow capacity
ibpdi,digital-twin,CeilingFan,CeilingFan/MotorPower,MotorPower,decimal,optional,Motor power
ibpdi,digital-twin,CeilingFan,CeilingFan/NominalAirflow,NominalAirflow,decimal,optional,Nominal airflow
ibpdi,digital-twin,CeilingFan,CeilingFan/Type,Type,string,optional,Ceiling fan type
ibpdi,digital-twin,Certificate,Certificate/CertificateId,CertificateId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,Certificate,Certificate/CertificateUrl,CertificateUrl,string,optional,Certificate Url
ibpdi,digital-twin,Certificate,Certificate/CertificateValue,CertificateValue,string,optional,"Score, grade if applicable for the certificate"
ibpdi,digital-twin,Certificate,Certificate/DocumentId,DocumentId,string,optional,Unique identifier either coming from previous system otherwise it needs to be define
ibpdi,digital-twin,Certificate,Certificate/IssuingDate,IssuingDate,dateTime,optional,Date certificate was issued in yyyy-mm-ddThh:mm:ssZ form (conform to ISO 8061)
ibpdi,digital-twin,Certificate,Certificate/Type,Type,string,optional,"Type of Certificate e.g: LEED, BREEAM, DGNB"
ibpdi,digital-twin,CertificateBuilding,CertificateBuilding/BuildingId,BuildingId,,optional,
ibpdi,digital-twin,CertificateBuilding,CertificateBuilding/CertificateId,CertificateId,,optional,
ibpdi,digital-twin,CertificateComponent,CertificateComponent/CertificateId,CertificateId,,optional,
ibpdi,digital-twin,CertificateComponent,CertificateComponent/ComponentId,ComponentId,,optional,
ibpdi,digital-twin,CertificateSystem,CertificateSystem/CertificateId,CertificateId,,optional,
ibpdi,digital-twin,CertificateSystem,CertificateSystem/SystemId,SystemId,,optional,
ibpdi,digital-twin,CertificateValuation,CertificateValuation/CertificateId,CertificateId,,optional,
ibpdi,digital-twin,CertificateValuation,CertificateValuation/ValuationId,ValuationId,,optional,
ibpdi,digital-twin,Chiller,Chiller/ChillerId,ChillerId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,Chiller,Chiller/ComponentTypeId,ComponentTypeId,,optional,
ibpdi,digital-twin,Chiller,Chiller/CompressorType,CompressorType,string,optional,Compressor type
ibpdi,digital-twin,Chiller,Chiller/NetSensibleCoolingCapacity,NetSensibleCoolingCapacity,decimal,optional,Net sensible cooling capacity
ibpdi,digital-twin,Chiller,Chiller/NominalCoolingCapacity,NominalCoolingCapacity,decimal,optional,Nominal cooling capacity
ibpdi,digital-twin,Chiller,Chiller/RefrigerantType,RefrigerantType,string,optional,Refrigerant type
ibpdi,digital-twin,Chiller,Chiller/Type,Type,string,optional,Chiller type
ibpdi,digital-twin,CoGenerator,CoGenerator/BulkStorageCapacity,BulkStorageCapacity,decimal,optional,Bulk storage capacity
ibpdi,digital-twin,CoGenerator,CoGenerator/CoGeneratorId,CoGeneratorId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,CoGenerator,CoGenerator/DayTankCapacity,DayTankCapacity,decimal,optional,Day tank capacity
ibpdi,digital-twin,CoGenerator,CoGenerator/Frequency,Frequency,string,optional,Frequency
ibpdi,digital-twin,CoGenerator,CoGenerator/FuelType,FuelType,string,optional,Fuel type
ibpdi,digital-twin,CoGenerator,CoGenerator/GeneratorId,GeneratorId,,optional,
ibpdi,digital-twin,CoGenerator,CoGenerator/ModeOfOperation,ModeOfOperation,string,optional,Mode of operation
ibpdi,digital-twin,CoGenerator,CoGenerator/OutputPhases,OutputPhases,string,optional,Output phases
ibpdi,digital-twin,CoGenerator,CoGenerator/OutputVoltage,OutputVoltage,decimal,optional,Output voltage
ibpdi,digital-twin,CoGenerator,CoGenerator/PrimePower,PrimePower,decimal,optional,Standby power
ibpdi,digital-twin,CoGenerator,CoGenerator/PrimePowerKva,PrimePowerKva,decimal,optional,Prime power kva
ibpdi,digital-twin,CoGenerator,CoGenerator/StandbyPower,StandbyPower,decimal,optional,Standby power
ibpdi,digital-twin,CoGenerator,CoGenerator/StandbyPowerKva,StandbyPowerKva,decimal,optional,Standby power kva
ibpdi,digital-twin,Component,Component/Barcode,Barcode,string,optional,Barcode of component
ibpdi,digital-twin,Component,Component/CommissionDate,CommissionDate,dateTime,optional,Commission date in yyyy-mm-ddThh:mm:ssZ form (conform to ISO 8061)
ibpdi,digital-twin,Component,Component/ComponentId,ComponentId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,Component,Component/ComponentTypeId,ComponentTypeId,,optional,
ibpdi,digital-twin,Component,Component/ConditionStatus,ConditionStatus,string,optional,Condition of component
ibpdi,digital-twin,Component,Component/Description,Description,string,optional,Description of component
ibpdi,digital-twin,Component,Component/DurationLifeYear,DurationLifeYear,,optional,Life span of component in years
ibpdi,digital-twin,Component,Component/ExpectedEndOfLife,ExpectedEndOfLife,dateTime,optional,Expected end of life date in yyyy-mm-ddThh:mm:ssZ form (conform to ISO 8061)
ibpdi,digital-twin,Component,Component/ExpectedReplacementCost,ExpectedReplacementCost,decimal,optional,Expected replacement costs
ibpdi,digital-twin,Component,Component/GeometrySpatialReference,GeometrySpatialReference,string,optional,Description of component
ibpdi,digital-twin,Component,Component/InitialCost,InitialCost,decimal,optional,Initial cost
ibpdi,digital-twin,Component,Component/InstallationDate,InstallationDate,dateTime,optional,Installation date in yyyy-mm-ddThh:mm:ssZ form (conform to ISO 8061)
ibpdi,digital-twin,Component,Component/SerialNumber,SerialNumber,string,optional,Serial number of component
ibpdi,digital-twin,Component,Component/TagNumber,TagNumber,string,optional,Tag number
ibpdi,digital-twin,Component,Component/TurnoverDate,TurnoverDate,dateTime,optional,Turnover date in yyyy-mm-ddThh:mm:ssZ form (conform to ISO 8061)
ibpdi,digital-twin,Component,Component/WarrantyStartDate,WarrantyStartDate,dateTime,optional,Warranty start date in yyyy-mm-ddThh:mm:ssZ form (conform to ISO 8061)
ibpdi,digital-twin,ComponentBuilding,ComponentBuilding/BuildingId,BuildingId,,optional,
ibpdi,digital-twin,ComponentBuilding,ComponentBuilding/ComponentId,ComponentId,,optional,
ibpdi,digital-twin,ComponentFloor,ComponentFloor/ComponentId,ComponentId,,optional,
ibpdi,digital-twin,ComponentFloor,ComponentFloor/FloorId,FloorId,,optional,
ibpdi,digital-twin,ComponentRentalUnit,ComponentRentalUnit/ComponentId,ComponentId,,optional,
